datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 10:35,26133.05,0.13848,0.13213,0.12467423544820225,0.11667237168896051,0.109,0.10357,0.10375,0.09754,0.09843,0.0955924258127939,0.09299,0.09112548860972602,0.08935,0.08769,0.18193693114578416,0.17607,0.17133,0.16478,0.15879172339739198,0.15317,0.1486,0.1426589847345032,0.13675,0.13159,0.12694,0.12169,0.1163006481439735,0.11086000000000001
07-01-2026 10:40,26144.05,0.13054421197939295,0.1239,0.11659190970545644,0.11069,0.10598954559397694,0.10253,0.1000738421779418,0.09761,0.09496,0.09265344647497235,0.09067,0.08892088369052438,0.08738,0.08609,0.18288,0.1777664906363899,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.1223777751058236,0.11697,0.11168187769525079
07-01-2026 10:45,26141.15,0.12448,0.1184578223061354,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.09442130680119834,0.09195,0.09043,0.08885,0.08729315448362349,0.08575000000000002,0.18131,0.1766,0.1710765529079567,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.11113255495024633
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.11382040902397392,0.10062,0.10272478126988789,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.17658552247991155,0.17128,0.1657,0.1598653333334312,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.10285886510165182,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.15559114486470968,0.1501,0.14478,0.13937,0.13411,0.12903,0.12358711916499682,0.11815,0.11276999999999998
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.08931343259994273,0.18281,0.17727,0.17264,0.16635,0.1605554634316908,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204
07-01-2026 11:05,26182.1,0.05,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09486562009989978,0.0919,0.09003086239745345,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.15638732325708166,0.15102,0.14572,0.14039326380083333,0.13508,0.12996316280945122,0.12479,0.11928,0.11373
07-01-2026 11:10,26166.7,0.08281570277645842,0.10165,0.12041,0.11226785982146582,0.10432,0.09995652547986687,0.09653,0.09426298568648403,0.09205,0.08991,0.08867,0.08698735440505158,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.14922513410070154,0.14469,0.13988,0.13401,0.1289835706867971,0.1239,0.11804,0.11274
07-01-2026 11:15,26148.15,0.15103,0.12068,0.11892339929781874,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09549050884316045,0.09307,0.09095975339931245,0.08902,0.08724,0.18212,0.17646,0.17102386852441467,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.12737819349849752,0.12244,0.11685,0.11124
07-01-2026 11:20,26148.9,0.13325,0.13933052660145173,0.13221,0.10563,0.10438,0.09899358445647725,0.09484,0.09535,0.09333882953163908,0.0912,0.08892,0.08742,0.0862,0.08517,0.18180055836122253,0.17612,0.17222,0.16569,0.15987133401900727,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12229804549817949,0.11682,0.11139
07-01-2026 11:25,26140.4,0.14019,0.14407981902244618,0.13724,0.11602,0.10911,0.10563184411142683,0.10215783975919002,0.09887101726508268,0.09595018021568744,0.09357,0.09151768126911948,0.08967,0.08807,0.08663000000000001,0.18093762387289766,0.17534,0.17146,0.16493,0.15901,0.15337,0.14818541816713338,0.14296,0.13721,0.13166,0.1265828428496029,0.12146,0.1159,0.11031
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.15399785985942688,0.1487222713239011,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08740643205693649,0.08612,0.08472999999999999,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.1225515879408352,0.11739,0.11192
07-01-2026 11:40,26147.1,0.10817673253429419,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.10055099831313172,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.171117521052427,0.16608,0.15948,0.15385,0.14842,0.142907536814718,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.11775517819126152,0.11218364838185148,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08846615417093885,0.08711,0.18118,0.17565,0.17042380096062537,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11572725130031303,0.11045
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10374248408967844,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.08536871501736684,0.08458,0.18163,0.17566,0.17031831884628004,0.16488,0.15896,0.15312,0.1477,0.14256,0.1371512586593779,0.13173,0.127,0.12127,0.11611,0.11082
07-01-2026 11:55,26126.7,0.14946468383054684,0.13681,0.1208805534175953,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09323914693327935,0.09077,0.08899170928537006,0.08749,0.08637,0.18119,0.17588036360083678,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11041999999999999
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.1143349748296763,0.10953092745767415,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.08711725486290589,0.08586999999999999,0.18089,0.17468,0.17036,0.16382,0.15788,0.1521617525769342,0.14659,0.14119775536251142,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002
07-01-2026 12:05,26110.95,0.17059,0.14320033578814667,0.12592,0.11854,0.11393,0.10904,0.10471,0.10109179488677907,0.09790897675184852,0.09505,0.09261,0.09062774834427836,0.08885698907234066,0.08730999999999998,0.18024,0.17388,0.16946,0.16361,0.15773852001811015,0.1518815907092068,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954
07-01-2026 12:10,26110.45,0.16782217843222275,0.14699,0.12624,0.12268,0.11565285969732868,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.0870295922399905,0.18051,0.17387,0.1685828930328991,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926000000000001
07-01-2026 12:15,26107.4,0.1726,0.14450271237903053,0.1281,0.12195066544946348,0.11678299486210644,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.1510742743447785,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.113962965993476,0.10827871461846887
07-01-2026 12:20,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.0960458330702893,0.09375,0.09145,0.08962,0.08819999999999999,0.18064,0.17369,0.1683405560356896,0.16293,0.15675,0.15088,0.14568952575668034,0.14057,0.13537,0.12972,0.12512,0.1199,0.11499999999999999,0.11011956093030213
07-01-2026 12:25,26106.55,0.14529,0.13626069535778113,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.09023390034440043,0.08851,0.08719000000000002,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.14589507970597837,0.1408,0.1358090081164975,0.13086207297058033,0.12583,0.12057,0.11544,0.11046
07-01-2026 12:30,26108.85,0.1361568317270818,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.09162557952341786,0.08962,0.0881,0.17932186683801735,0.17382,0.1683238082797484,0.1627352842585785,0.15713,0.15127,0.14704,0.14155120807273713,0.13588619982169267,0.13053,0.12554,0.12044,0.11535,0.11008
07-01-2026 12:35,26106.25,0.13895,0.1302825732188693,0.122512676530259,0.11553,0.11035,0.10842,0.10552,0.10146,0.09871,0.09611,0.09355,0.09121380347854458,0.08912,0.0867512001907788,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11515999999999998,0.10998075853827981
07-01-2026 12:40,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.09917183635284735,0.09545,0.09235,0.0917,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.11087003997349336
07-01-2026 12:45,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.10199217035701728,0.0982,0.09613,0.09317,0.09116,0.08921,0.08762036728321661,0.08642,0.17736382560046315,0.17193,0.16623519515376134,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.11961415071658314,0.11458242585544336,0.10936999999999998
07-01-2026 12:50,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09747,0.09457,0.09258,0.09068405487909069,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.1453726355227273,0.13954,0.13415,0.12921247124048008,0.1243,0.1192,0.11390999999999998,0.10864111782067311
07-01-2026 12:55,26089.25,0.12587076479315792,0.1241069033709262,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0984,0.0947,0.09279,0.09043,0.08873,0.08741,0.1788613989733316,0.17328906619019777,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.10830207590705525
07-01-2026 13:00,26099.15,0.13774,0.12746406182547695,0.12114,0.11955,0.11469,0.10982,0.10501160330366378,0.10038,0.09815,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.16855296357680477,0.16276,0.15729,0.1513,0.1457047627181225,0.14022,0.1348181637599059,0.12951,0.12442,0.11914,0.1141,0.10896
07-01-2026 13:05,26103.3,0.11737580145605117,0.11724,0.11886047938024334,0.11697,0.11188,0.10731,0.1025,0.09934,0.09665,0.09380235095312527,0.09115,0.08926,0.0873,0.08606,0.17966,0.17424403965242083,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.12983930177448866,0.12461,0.11956,0.11452,0.10938
07-01-2026 13:10,26105.85,0.13259,0.11512,0.11756889357449245,0.11921,0.10758,0.10426,0.10056,0.09768737921595527,0.09497,0.09178,0.08993,0.08809,0.08666193132526553,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.14596987881239412,0.14036,0.13536,0.13035985647503617,0.12528,0.11997,0.11473,0.10925000000000001
07-01-2026 13:15,26097.2,0.13545,0.12209,0.11902397953957715,0.11702335993716659,0.11389,0.10921472227554746,0.10445719481788958,0.10025,0.09667,0.09342,0.0919,0.08937,0.08773943617993814,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.13494423611694265,0.1298,0.1249,0.11945,0.11408,0.10916
07-01-2026 13:20,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.0935,0.09048,0.08899,0.08744944351517119,0.08593,0.08506,0.17786,0.17271,0.16758425153384607,0.16248,0.15609,0.15123,0.14535,0.13998566725666958,0.1348,0.12982,0.1247335521356711,0.1196300009626619,0.11450391627640918,0.10935
07-01-2026 13:25,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09578,0.09306,0.09101999999999999,0.08872266180714328,0.08643404218627133,0.08415407521221752,0.17677,0.17141,0.16651,0.16114,0.1555757227539888,0.14992,0.14396,0.13872,0.13343952595918324,0.12817973060502103,0.12294,0.11771,0.11287,0.1080493214087066
07-01-2026 13:30,26070.0,0.14088,0.1438386971074342,0.13783,0.11987,0.11361,0.10876350234867113,0.10411827791885243,0.10029,0.09795,0.09434,0.09254,0.09022,0.08856,0.08660883588294592,0.17822,0.17166,0.16616533522695262,0.16075,0.15539,0.14993,0.14420889948263413,0.13846,0.13292759570031523,0.12764,0.12272,0.11768859058237743,0.11258,0.10720000000000002
07-01-2026 13:35,26074.55,0.16434027130389497,0.14987660764159486,0.13547,0.12112,0.1144,0.11189,0.10505,0.10046,0.09766,0.09457,0.09234,0.09017,0.0882,0.08695,0.17852,0.17271305648881224,0.16691,0.16108,0.15554547607187832,0.1502226484823807,0.14467,0.13862,0.1328,0.1281,0.12259,0.11738,0.11229,0.10722031941535466
07-01-2026 13:40,26074.2,0.13798,0.13149,0.13567,0.12103,0.11374,0.10857843339930642,0.104,0.10033,0.09781,0.09473977112133176,0.09207,0.09026,0.08842,0.08693,0.17851,0.17132,0.16666,0.16104,0.15485,0.1497584899617818,0.14464,0.13877,0.13308,0.12729,0.12293,0.11799,0.11273811968347984,0.10731
07-01-2026 13:45,26072.8,0.1440285292575713,0.1375,0.13108910025358306,0.12452,0.11755,0.1126,0.10713,0.10257,0.10008,0.09637,0.09394,0.09167,0.08976,0.08827,0.17844,0.17248916869382333,0.16658,0.16074,0.15523012383062185,0.14982,0.14267,0.13852,0.1327650601959718,0.1272,0.12272,0.11748,0.11227,0.10712
07-01-2026 13:50,26083.4,0.1311,0.13079,0.13071,0.11458,0.1109,0.10573,0.09955,0.09775,0.09571,0.09249,0.09049,0.08864,0.08724,0.086,0.1787642957625915,0.17288487347752912,0.16703,0.1611295476295667,0.15547,0.15029,0.14357,0.13909,0.13359,0.12796,0.1235,0.11838,0.11309,0.10797000000000001
07-01-2026 13:55,26079.6,0.13406,0.13572624863522806,0.13283,0.12454,0.11271,0.11314,0.10761960844275588,0.10267,0.09951,0.09595,0.09371,0.09128,0.08935337625482032,0.0879,0.17644,0.17088,0.1663,0.16097,0.15524,0.14995,0.14429710831131284,0.13868,0.13319,0.1277,0.12323,0.11758,0.11262,0.10767980045189751
07-01-2026 14:00,26088.65,0.12683,0.12726,0.1211111655057599,0.11303189123126985,0.10839,0.10736,0.10616,0.10297921827236296,0.09891,0.09497,0.09246605626280002,0.09048,0.08855,0.08723000000000002,0.17790907894811095,0.1722627517001757,0.16664,0.16202,0.15453,0.15055,0.14487,0.13898,0.13368,0.12808,0.12366,0.11826,0.11304,0.10766
07-01-2026 14:05,26096.3,0.11994,0.12171,0.11491,0.11938,0.10453,0.10799,0.10284,0.0991417517767164,0.09561982617110622,0.09296,0.09098,0.08902689030957045,0.0871,0.08586000000000002,0.17797,0.17139,0.16704344024114154,0.16253,0.15645482231121247,0.15048,0.14506991508515252,0.13967,0.13406,0.1293,0.1241,0.11873,0.11363,0.10818
07-01-2026 14:10,26100.95,0.11527,0.11807,0.11166,0.11718,0.11077,0.10686,0.10024,0.09667,0.09492,0.09253519899869907,0.08999804128687755,0.08774,0.08612068264693973,0.08509,0.1770520203250316,0.17169,0.16800565789700697,0.16284,0.15557,0.15079,0.1446,0.14033,0.13485,0.12961480288263902,0.12445,0.11951,0.11389,0.10872
07-01-2026 14:15,26097.3,0.12686491095608102,0.12055,0.11426,0.11114,0.10756697132350217,0.10373,0.09785,0.09562491051286366,0.09355,0.09092,0.08907946777900992,0.08749,0.08602,0.08474,0.17776,0.17148,0.16773,0.16193,0.15535,0.15096,0.14437,0.13993,0.13446,0.12926,0.12455,0.11925,0.11381,0.10886
07-01-2026 14:20,26090.7,0.12516,0.12549,0.12042928016468474,0.11458,0.10805,0.10479613914551206,0.10217,0.09626,0.09463,0.09177,0.08988,0.08806496885659547,0.08632,0.08519999999999998,0.1760003491488169,0.17108,0.16806,0.16129,0.15707,0.15093,0.14504,0.13933587691530577,0.13371,0.12826,0.12397,0.11856,0.11323,0.10826000000000001
07-01-2026 14:25,26090.45,0.1254,0.12569,0.11928867883558208,0.11309,0.11201,0.10684376295358683,0.10202,0.09951567765016886,0.09695,0.09333,0.09125,0.08930648692003548,0.08744,0.08588,0.17707,0.17308876129410758,0.16806,0.16128,0.15769,0.14994,0.14486,0.14014,0.134,0.12826,0.12384,0.11834,0.11312,0.10767
07-01-2026 14:30,26098.65,0.11775,0.11524514248921548,0.11338,0.11283,0.108,0.10375,0.0957,0.09374,0.09245,0.08931,0.08759,0.08631793036535457,0.08508,0.08388,0.17759,0.1716,0.16859,0.16182,0.15844,0.15109,0.14578,0.14087,0.13488,0.12884,0.12377749137302267,0.11906,0.11385,0.10866079845854575
07-01-2026 14:35,26088.15,0.12742,0.12736,0.12038,0.12188,0.1129,0.10654,0.10546,0.10076,0.09843,0.09465,0.09268,0.09026,0.08763161268092257,0.08501316257769616,0.17696,0.17096,0.16619740806917985,0.16200855399737174,0.15715,0.15041,0.14522060469004477,0.14,0.13416,0.12904248865712697,0.12393,0.11829,0.11299642397372663,0.10792000000000002
07-01-2026 14:40,26097.55,0.11889,0.12046,0.12177865023359118,0.12266,0.10834,0.11052,0.10398,0.10004,0.0976,0.09418,0.09197428138834197,0.09003,0.08824,0.0868,0.178128691693624,0.17267,0.16855,0.1635147404684028,0.15778,0.15104,0.14536,0.14082,0.13497,0.12892,0.12414,0.11889,0.11311,0.10735307391370316
07-01-2026 14:45,26107.25,0.12396,0.11763,0.1223,0.1067,0.10319,0.10394,0.09526,0.09287,0.09155,0.08889,0.08749,0.08584,0.08476,0.08370000000000001,0.1788194116508072,0.17329,0.1690934980797962,0.16401,0.15780738934840666,0.15169,0.14639,0.14065845470238872,0.13506,0.12989,0.12485,0.11950621854046141,0.11414,0.10918
07-01-2026 14:50,26098.4,0.13162,0.13675,0.12915,0.12292,0.11772260580751498,0.11258,0.10664,0.1023,0.0996,0.09579,0.09332,0.09112,0.08834960520186844,0.08558968451114919,0.17642,0.17267121233620997,0.16839,0.16346,0.15807,0.15112,0.14581,0.14057,0.1343,0.12831,0.1241,0.118627502751497,0.1132,0.10799999999999998
07-01-2026 14:55,26113.35,0.13149,0.12732,0.11988,0.1167,0.10902,0.10408,0.10127,0.09839977284293738,0.09552,0.09223,0.09015,0.08825751340426392,0.0865,0.08529,0.17946,0.1737,0.16935,0.16430740714125452,0.15885,0.15262937511378016,0.14645,0.14127,0.13524524692801704,0.12937,0.12507,0.11986,0.11433,0.10908
07-01-2026 15:00,26123.1,0.12276,0.11978,0.11306,0.11132,0.10302,0.10080064519028825,0.09855,0.0946,0.09216165166874,0.09028,0.08881,0.08709,0.0856629882891427,0.08446,0.17827,0.17383832558115384,0.16948,0.1653,0.15908,0.15355,0.1473,0.14211,0.13767,0.13048,0.12578,0.12037,0.11508,0.10981111782067311
07-01-2026 15:05,26133.7,0.11118,0.11022,0.1109990446892667,0.11163,0.10334,0.10225,0.09753,0.09433,0.091946342945074,0.08993,0.08822,0.08652,0.08516304411736093,0.08421,0.17893,0.175,0.16966,0.16599,0.15880802125297752,0.15163,0.14746,0.14223607008695774,0.13677,0.13081,0.12618,0.12072,0.11529,0.10998000000000001
07-01-2026 15:10,26142.1,0.09884,0.11876,0.11059,0.11222,0.10533,0.10244,0.09801,0.09482,0.09307,0.0906,0.08896,0.08737,0.08575,0.08414821520053407,0.1794490945235274,0.17441,0.1702607619352689,0.16564,0.16034,0.15424,0.14863904104104894,0.14321307962935123,0.13766,0.13155,0.12641,0.12179,0.11633,0.11054999999999998
07-01-2026 15:15,26147.8,0.10654,0.11355,0.10582,0.09637,0.09414396580828693,0.09213,0.08989,0.086,0.08722,0.08611,0.08507,0.08366,0.08305,0.08238,0.17951,0.1759,0.17108,0.16531,0.16005602068265062,0.15482,0.14842,0.14365,0.13775,0.13182,0.12758,0.12236660659119804,0.11657,0.11109798622412713
